Column1,Column2,Column4,Column5,Column6,Column7,Column10,column11
21475,日本航空,NRT,20240309,1550,300,1950,1693
21745,日本航空,NRT,20240309,1035,300,1435,1694
23985,中華航空,NRT,20240309,930,300,1330,1695
23985,中華航空,NRT,20240309,1235,305,1635,1696
23985,中華航空,NRT,20240309,1440,305,1845,1697
30643,長榮航空,NRT,20240309,755,305,1200,1698
30643,長榮航空,NRT,20240309,850,305,1255,1699
30643,長榮航空,NRT,20240309,850,305,1255,1700
4020,酷航,NRT,20240310,640,305,1045,1701
4799,台灣虎航,NRT,20240310,1310,255,1705,1702
5410,樂桃,NRT,20240310,935,305,1340,1703
5909,捷星日本,NRT,20240310,1250,305,1655,1704
6061,捷星日本,NRT,20240310,220,310,630,1705
7069,中華航空,NRT,20240310,1440,305,1845,1706
6799,台灣虎航,NRT,20240310,635,300,1035,1707
6299,台灣虎航,NRT,20240310,1330,300,1730,1708
7524,中華航空,NRT,20240310,1440,305,1845,1709
5410,樂桃,NRT,20240310,1655,305,2100,1710
6167,泰國獅子航空,NRT,20240310,1515,310,1925,1711
8355,STARLUX Airlines,NRT,20240310,1500,300,1900,1712
8770,中華航空,NRT,20240310,1625,300,2025,1713
10072,中華航空,NRT,20240310,1235,300,1635,1714
11014,日本航空,NRT,20240310,1035,300,1435,1715
10121,國泰航空,NRT,20240310,1250,300,1650,1716
10812,中華航空,NRT,20240310,1235,300,1635,1717
10900,STARLUX Airlines,NRT,20240310,830,300,1230,1718
9398,中華航空,NRT,20240310,1625,300,2025,1719
9666,長榮航空,NRT,20240310,1520,300,1920,1720
11437,中華航空,NRT,20240310,930,300,1330,1721
11585,日本航空,NRT,20240310,1035,300,1435,1722
10968,長榮航空,NRT,20240310,850,305,1255,1723
10225,長榮航空,NRT,20240310,1520,300,1920,1724
11014,日本航空,NRT,20240310,1540,300,1940,1725
11541,長榮航空,NRT,20240310,850,305,1255,1726
12318,中華航空,NRT,20240310,930,300,1330,1727
12686,STARLUX Airlines,NRT,20240310,1015,300,1415,1728
13403,長榮航空,NRT,20240310,755,305,1200,1729
14084,長榮航空,NRT,20240310,755,305,1200,1730
21745,日本航空,NRT,20240310,1540,300,1940,1731
30653,長榮航空,NRT,20240310,755,305,1200,1732
30653,長榮航空,NRT,20240310,850,305,1255,1733
